gene	PMID_PMCID	evidence
ENSG00000158828	26924929,27456084,22687462,12447943,17017535,17579517,22610403,17707122,25404737,19877238,19703660,21385841,21768365,24151868,19500570,16482571,22482450,27975167,24270810,28323427,24553947,21151955,24733019,23885119,26965686,21151574,28399880,29887339,22396657,22398207,23328674,23933751,22242018,35038358,32138754,23637640,33170836,32323790,18443288,32873392,22378780,19048081,19282869,34404758,19692353,32047033,27819722,19118185,22691499,27906179,24473149,27716788,22582012,24244323,29563254,30185553,31714929,16672980,16672981,21504582,35504872,34686591,33761355,23303188,26502946,28211874,16938835,28325755,21249202,21262209,27754761,22630785,29287722,23449626,24652937,19909785,24792327,17563363,24075852,25670069,22223879,24167038,23144451,21177249,21195752,29321620,19285945,20926611,23638067,26850695,19492057,27605430,29242192,23847046,31336695,17389931,28768533,19276113,22511790,18687901,20404107,22028146,20817094,31655049,18560593,25716315,27346864,30504091,24806840,25058378,29234155,30411223,30734931,30735759,21421046,22872702,24475098,29123128,18218782,20049710,21664494,21672589,31316206,26222260,23165879,35455950,20639397,23238720,26440884,28137779,22043175,25222142,31486971,33023155,25154397,26746235,26879756,31540955,19071114,33459343,21637291,26498506,31277379,23256036,20153330,18003639,17906618,28438176,18359116,24522549,24184327,33354788,22354088,30526176,24252804,17222866,25108683,23244239,32949818,22643835,31201839,27859782,18221368,25557247,27496670,20604804,20098416,27534820,24262182,25861987,28433685,32937783,30248358,22645651,32157731,28716706,25091506,35787469,32766952,22914317,35358621,20012177,21613270,21167764,21138942,30076829,22764206,21426348,17267121,19879924,27064726,20179104,30629163,20669327,35363524,31939095,24879156,26245297,21366594,19224617,24743735,19735094,28806787,26101826,29054108,25602369,22724072,30573668,24660806,26116755,18642640,16632486,29050400,27592010,17085780,18704525,14598065,15503154,21322020,33819447,12548343,20506312,33751372,30133157,30375512,33493581,25779963,26182419,32415886,22238344,20698836,24798695,23123778,18701682,19076428,26627850,31406131,22910362,21147754,20171192,34528385,33888730,20508036,28689991,31862413,28281653,24446486,26377470,25478815,26928937,20871098,30504269,19679562,24671417,24357652,21408142,34148057,25849934,18211709,20043906,24919816,28620835,19726410,35460111,19966284,29700116,22057787,19087301,28848050,28213158,31285534,30404819,29934616,23224884,20127819,24452053,29475881,35699891,20637729,34717775,28928221,20600915,29687347,18031932,17000703,16966503,20164189,24626860,18286320,18307263,20513816,17567565,22043288,35203326,29843233,16354302,17960343,24751806,28007983,22547060,15542245,17141510,24374372,24385196,32332095,17362513,20547144,27050454,30267647,22212487,16079129,19270741,27091447,19214605,22434215,11254447,15087508,15349859,15955954,16702191,19242547,24569479,21412950,24681957,25849930,34127073,20045449,17219214,31669882,16805805,18397367,23251494,18524835,15354349,27802836,24324558,20141529,22506991,24969022,24157858,33122030,19251702,29180793,31261893,30057672,30344006,35391620,25403878,25421206,32623547,32585871,32535274,32557143,15785866,33161305,33168089,33181233,21860779,26740872,34637165,34638579,24990317,20411780,20411785,20464527,20939808,31820379,31836946,16495942,26916954,19694908,24844147,27641647,34800266,35027645,20035637,24800761,19697879,22536024,23711354,32942992,32977419,16131423,32927024,26010437,21120708,21139416,32825242,21092208,27517901,20385539,27586587,21331528,27091487,27091500,27094865,34480241,34181930,34343700,34358571,34340603,34502404,34396589,34455758,22023810,29226533,29260454,18074639,17975812,30090975,26399642,22675361,28361483,33878030,29529199,31060423,29947276,31911436,30885942,33823232,28129614,25370169,18399358,31401305,31374106,20887867,25724235,28880915,20442495,16642930,16615060,21212857,20975909,30569287,24839101,19422283,31773362,20013014,19967438,17914725,28978077,23055787,34893635,21179058,18329316,18342564,26395080,22662171,34755639,20049715,30389398,34957950,28799502,28789629,35786295,35752080,29079356,19166511,31542395,31552591,31583052,31254044,15294138,33387634,33383311,28104397,27913844,17713119,35201480,21244648,16701203,33639357,17010972,11782979,17385668,29022898,28962651,18279376,18502656,18511044,24161480,24158912,19303005,19555823,19563915,19595762,32169097,32150829,32157382,25149416,20173332,20187230,15655263,17017529,17030667,22908196,24720843,24870025,32227113,32297515,25534921,15952880,33890462,33990932,34175455,33549012,26509433,33491134,33459660,16836655,16815381,35528513,35543935,35664430,28324489,28390981,28361482,28366621,22899187,22806825,22819262,25728007,26843115,34580047,29156651,18787877,31272925,29967542,30707903,30654525,31487916,22399432,22402722,22342821,32007957,34657636,17412603,22427796,23361001,29704589,23953109,22733089,32813147,31102068,27872751,33324897,18787878,22350618,34148545,27638713,31840043,30659355,29372317,32436106,22661957,21437181,34035300,34165772,34099586,28502045,28431223,28434973,29710734,29713896,31025544,31029729,30879240,29496635,23681749,30242625,30267336,30207190,18978800,24606795,19895857,19941155,19943343,34816377,35023107,35030052,35078537,35460769,24397909,24374061,32445085,20131004,27413743,17388981,17680806,28189372,20547124,35039479,29255601,21687805,27453777,29991712,23954870,27003823,16908747,22166450,19409223,21943346,22033678	miRTex,DisGeNET,PubChem
ENSG00000159082	26965686,27794539,27496670,29054882,33677035,29515184,24262182,26149920,28231468,24609975,30187305,31751865,32424101,32356558,34637856,34396589,29179256,27417116,33961117,28733970,26725142,32436106,28502045,30509690	PubChem
ENSG00000159164	28246328,33588752,31953875,26695835,31560168,16007614,33965411,21672554,31235814	PubChem
ENSG00000159224	34383800,28223210,32445758,26555034,31958096,29911915,32175781,32755557,27276528,33900631,28366809,28666800	PubChem
ENSG00000159289	19164583,34817756,27871675,28991675,33545080,26666230,35054924,15134484,24373150	PubChem
ENSG00000159335	31099098,33184251,32144674,32324926,35696077,21258065,34030700,29442498,35314196	PubChem
ENSG00000159363	21714071,23127617,17485642,24603074,23580333,22457822,18442138,22490479,19409223,19705361,28334751,25149416,23205587,25461191,22288903,22645275,27278822,26965686,26848562,22186024,22198378,22442086,24742361,31201839,27534820,19182805,23628791,26818499,20669327,26245297,21919034,19224617,28894968,28755477,14598065,31393918,22885599,24420862,16964263,23202360,32019516,32032734,22388936,19015489,21724849,28302480,31132336,24399444,22361905,31996848,29442384,25912790,33799982,24252509,26134396,20036179,26965689,22285144,34715014,33229544,23522931,19087301,25900096,27997702,22266337,26885710,31345364,19697879,26023759,25701813,34396589,22265822,31773358,20013014,28131822,24209443,32671737,34090180,33990932,35695987,22806825,26761717,18787877,20817231,34657636,18787878,33308286,32436106,34035300,34172751,19943343,22623900,19349362,23123961,19757210,27039055,26993503,22166450	DisGeNET,PubChem
ENSG00000159640	27084212,17196621,18805557,15327754,16015598,34302265,26302799,21846363,30868473,18499466,24184050,7704941,20580712,10386973,28758591,22189567,28836869,10800878,1416803,3024746,12010345,27747611,29802208,12203043,20030188,16678218,19452013,23192440	PubChem
ENSG00000159921	22985112,24354345,23721803,28973664,31365783,27943591,32321864	PubChem
ENSG00000160200	28774789,16245937,25933982,23745510,33793881,12039451,25528761,20735429,16842141,28764908,31450076,29507650,22555844	PubChem
ENSG00000160255	33062722,32375810,33046245,15140182,31802419,28283350,16336966,10192776,30692871,27844285,12792495,21265705,17017556,17173870,14513261,12005106	PubChem
ENSG00000160307	21725169,21376255,23169921,33052436,20502722,30103794,19353521,25457280,32576494,26090233,21320474,18030609,30083957,15614202,26347375,33282962,30924171,23783559,30477535,30529726,29054324,19127447,16736245,17355556,29028815,17868150,20225289,21239064,27230040,22912680,33919373,26433682,21593566,28483024,34988761,24586351,24021799,26991136,33785762,27722926	PubChem
ENSG00000160339	15689152,20213743,23151508,32666227,16407541,11739563,28257887,25875370,26671142,16499562,11311863,14607315,24792712,28045138,19455415,18183483,20717630,17160145,17117479	PubChem
ENSG00000160712	27016501,28456715,27356916,18075986,33646178,25495991,33505213	PubChem
ENSG00000160789	23074253,34775553,16410285,32933702,27515286,16022875,27076419,34367273,21851176,24768805,30478502,17404834,18282571,18534260,25084518,32088382,18619592,20713047,28819676,31348550,22538235,19226423,17156382,30196280,15229247,33515171,35025735,35491023,35045299,8361947,35461830,27029510,27686508	PubChem
ENSG00000160868	28881378,11602525,22157006,8627546,16447756,16410677,11197065,12433806,23565891,12549947,20200269,34106485,16525816,31305025	PubChem
ENSG00000161011	19640926,15158159,15961393,25637286,30966861,26960935,35504872,31644913,35701754,29747690,20457918,28115417,30818055,27888296,22012985,20604804,20098416,19481605,20814791,30995872,31230104,26746706,28433685,33557921,33539341,31744532,28779532,22484440,34400288,31836471,20510502,28755477,34838592,30375512,26769362,30475154,15890008,31005259,16325767,34520759,31989342,29198173,34948195,24746855,28148299,27050454,22230652,27364102,25174890,22898310,25404088,25434725,25446361,15819411,33146846,33152946,20929985,21801747,31734597,30059366,31452956,25976674,32787548,21052746,21904894,29260454,26409479,26295827,22361619,30552896,24351814,23936437,27009601,31958096,31586624,30905782,30867060,30442917,31869719,34545064,33632304,30914252,29433359,35776077,35809720,35752080,33350241,33432492,33639218,33639357,27818354,28981090,24262172,25169902,32713934,32762399,32710901,32770451,32724177,33838212,26509433,33617931,33460487,35618982,35691001,35550926,28390981,28357809,22898350,34580047,28840510,31341250,20862500,23503475,30672645,32035240,22503003,23404372,31996268,35257795,29498006,29439518,30288644,30310174,30218400,30411383,35104487,35457010,33741985,23259041,23912309,31197654	PubChem
ENSG00000161610	31404862,20531237,19847903,33161104,27539857,31386303,33466831,20882064,32531224,34745571,34666119,27336845,31666100,26627638,21876839,34225940,34495449,22747735,30110606,12374492,23449602,31365289,31778724,35792325,29138106,31250383,31642794,17005202,27814668,17898004,17898003,24655719,24718045,32315694,25552485,20713046,20727917,28701075,23059952,12939433,19097685,17491094,17470494,17659646,20082966,19250669,25328140,34929264,22640619,32422324,23135822	PubChem
ENSG00000162009	12944511,12869660,28214378,31605901,16715415,16983483,19604625,25193392,16328297,35858858,17095520	PubChem
ENSG00000162298	21892618,30475171,33798597,20227462,30361093	PubChem
ENSG00000162337	30966771,20399757,21375014,21440609,28837077,31893437,17173870	PubChem
ENSG00000162367	22112744,25099644,19806311,32111933,21691730,31044090	PubChem
ENSG00000162409	30877973,28407521,30411223,24248062,28638078,22012985,29249654,26961958,27467571,29748634,30826352,29895328,31598652,33571110,31997152,31436914,31989342,30755581,28802652,34973289,25862572,33146846,33171641,33175322,33181233,33232417,26971375,27638668,26156288,32860006,32800853,21406233,34342315,34355526,34543233,34534609,30112966,30143600,32470790,34545064,32497590,35457238,28112228,33639357,27838509,25078626,24726895,33549657,35528513,28589443,29100525,28840510,31341250,31348946,31241124,35190859,35237385,35401930,31025544,30986422,24606795,24606805,34887364,34774622,35101134,35390465,35457010,35491023,30594390,28137648,29991712	PubChem
ENSG00000162490	25475535	DisGeNET
ENSG00000162551	37165152	OpenTargets
ENSG00000162692	24385196,24788225,19412574,29048735,28082198,14579932,28061383	PubChem
ENSG00000162711	32956781,26676570,29274035,25422268,27084336,30107806,24041971,28903492,32070376,30966861,32968928,32432571,29786072,34930303,29966531,34775541,29855523,27754761,26848562,32526245,26272943,28247334,29786071,32470877,31388087,32375810,33734697,27339879,33506583,23383169,31915018,30381407,32712773,33169332,29196167,32545788,32529463,32556930,33157255,33176317,33182332,32032741,31940754,31118933,35127957,32971182,32902155,32846198,32824985,34297967,34308845,34481870,29262843,29057315,30615919,31401385,29885849,33294118,31232472,34600334,30813952,30835941,30852286,30728466,32435966,32488470,35067061,34883151,34925379,35065082,35792194,35848038,35842181,31253822,33387119,33274192,33711331,33641782,33626425,33627802,33714750,32160394,32681062,32088201,32703610,32768944,32259702,33897712,33833060,33839699,33523018,33549657,35668454,35550840,28760679,28836226,30594776,30658122,30295793,30131971,35143076,34052309,35246032,35172843,31069623,34780806,34774622,34846519,34988761,34904823,35332154	PubChem
ENSG00000162761	19607821,22537018,17670789,26164566,25915474,20035737,28831020,19951692,18820178,27580818,20570600,19189040,21435346,18832589,18388307,18634852,19379802,32629812,20981866,25767075,16439212,28297587,31140356,34830023,21725324,21880784,21877920,18044702,18385323,31248447,19824823,19327351,19330857,26224135,17030431,25591959,20643196,16825303,19049321,34147538,17627138,34282148	PubChem
ENSG00000162881	22220592,31340557,27651149,24117106,25862943,28289782,25650117,34361094,21907219,21907906,18022243,20123551,31843475,35104500,22419835,18537675,19539597,32691218,22957857,24105074,20583985,33836279,33567615,35566035,22816965,26796668,20849206,22506633,22554564,19942481,31098808,15217328,31229177	PubChem
ENSG00000163064	26444681,19291307,18585948,18585951,11312297,21104462,27928028,17015829,21593433,20106970,17017509,22884477,32629812,12846973,25767075,22330803,22037229,22723079,29207913,20447348,16626706,31248447,28091566,17913302,21569278,17196845,20637284,16822882	PubChem
ENSG00000163092	27717584	miRTex
ENSG00000163106	15970797,18986335,17194543,16399380,20472488,23721876,33716020,26366809,17250723,22521218,29191452,11742726,20502722,14570706,23949442,23552977,17882163,10215103,15288444,16054170,12524158,17291629,17034008,9164836,17141510,20964710,16647047,18598687,17478054,9667492,15901053,31981928,22247548,10821441,16500697,22417924,15035641,26121922,10080890,11206070,34314733,34228274,22089932,22773138,17976884,23518299,18691123,11331406,12387357,28301304,29068596,27026137,26542705,30019977,30510616,31952986,16510128,12558963,30413118,23696346,29935183,29888671,19125416,31525623,14599664,2787543,27814588,18573305,19324942,20166144,15624119,26263410,26206983,12151355,24090962,15985314,10984190,21495794,11746414,16781109,11725348,28380329,10676851,20434426,17535247,30076580,12826496,35301354,34058180,29482730,30334640,24643519,18985485,22185664,22527857,26993125,22461064	PubChem
ENSG00000163132	18820178,22884477,16439212,17030431,20643196,16825303,28363755,28434161,17627138	PubChem
ENSG00000163288	ppr393667	OpenTargets
ENSG00000163485	26392370,34107215,15294001,25746740,16823803,24513151,25173217,25486101,32619652,9218695,31334608,34297967,12435413,12523485,11347969,28895043,24161891,32725400,33548045,30637481,16582933,35139916,23667997,31229177	PubChem
ENSG00000163606	19924532,18040859,33823877,22053982,32606391,27055651,31365289,27830533,21295135,27213506,28664397,18938162,35296683	PubChem
ENSG00000163631	27534533,22903132,22815976,23853428,32260484,22870899,9239525,20963454,20043224,16144694,16176358,21188408,11170730,2753115,34312413,30140989,15158156,33276671,18808450,31590236,31733982,35738463,1915723,27878402,27844285,17045170,25537484,10433318,11009208,33608826,21636563,28419945,22122884,18836752,22485158,22426833,20451678,22119505,18809082,26751079,28031994,27941374,28061383,1300270,8934562,1469436,6842195,24646255,1498561,9620060,22577657	PubChem
ENSG00000163659	25310737,12358742,30385548,15868401,22385680,26102036,20820627,24795108,33788167,33652595,24218232,24232095,32184097,22908196,15950951,26429070,28579325,30716425,29779175,30390553,24631255,34890997,35395000,24021799,28146110,28914791,22619734	PubChem
ENSG00000163870	31907392,28115417,23000519,21693152,23011729,27171858,16805794,15262063,23675941	PubChem
ENSG00000163930	11027850,23643664,31721001,35833822,21235809,32139796,27640074	PubChem
ENSG00000163932	23827392,15961393,17397968,19837873,16361258,21696630,15978696,24107416,19646462,22009151,25342743,21307242,26157004,21812036,22540228,17662968,27151770,25416158,25446358,33175322,21801747,15608081,20097775,12831855,15033812,17565007,34718250,21846476,30796443,12691833,24362016,17287338,17287339,20005250,18298651,15681813,21310168,17045926,25579382,20735429,28344073,28353032,14580317,19633700,30879240,18945348,15033169,21777615,27688248	PubChem
ENSG00000164082	15993439,32004527,20948891,26639458,33042277,26044978,25932606,27055772,34550406,22016641,21945652,12429591,18001807,20118184,27441572,18336281,12373538,27412260,31944461,23756168,12575822,33392826,14622918,16715415,18430863,19287314,32088382,12117601,32246204,32333122,33485945,31351976,29980099,22306345,19672295,31029678,16368268	PubChem
ENSG00000164111	32526245,19810772,32963695,15629764,10584677,29961319,22567899,16978807,32634439,15876476,33188898,25744031,22486217,9952406,26083568,26156288,26046300,25692332,21210766,27074962,34536169,34514556,22040670,22727881,12429191,18090214,23598878,30184529,30143600,20563739,22245251,20934486,28572562,30552896,29631008,26828997,18331585,19407212,17309119,23789887,18275612,30771294,33632304,33645131,24142350,24252728,25078626,15670648,15672541,27260166,18206139,24875324,32333598,20600802,21497157,28390981,35691030,26867202,17513200,30645211,31504723,35040040,31368498,23296100,17439717	PubChem
ENSG00000164258	22090423,28327638,21383081,32574562,26070241,18812510,28098219,27108097,22399432	PubChem
ENSG00000164270	31404862,7780656,21168353,30929589,32663830,8665538,16263322,25766133,15719424,27199640,31577469,28057070,33785138,24259245,17049611,24672433,33836343,35688293,8788512,23995648	PubChem
ENSG00000164305	28214632,30877973,18800014,15961393,17397968,19837873,16361258,15978696,19646462,33925146,21752258,19857556,31336695,21672589,19730898,33257649,15132987,23940672,21644054,31049133,17645689,17060322,29046394,31292720,28259991,30296463,22009151,26931464,25704481,33075420,26064904,12692130,25645462,20034566,16505307,25578648,29100808,18250162,21307242,21362567,33999357,23959949,24887138,23201480,31820278,12478613,15175251,15790531,19861252,22540228,25469469,26797274,21562748,17018883,28338241,31392537,11739563,23041154,24633814,19774675,21420980,27921253,18255150,21887889,29054108,31392516,19229559,16148027,22278385,31690718,21852238,33914237,22043283,28062948,18397366,27016191,21714071,24440618,16112714,28543594,20305789,16004991,18191877,29567426,22942730,27769787,23754278,21865882,28851138,19850127,35019826,18701682,21091473,24938188,27957685,22987761,12043833,20624440,29650257,18248610,25800307,25937598,18201823,24935484,15198987,25416158,15030396,14742448,19476547,12867415,24334130,14555244,23526723,21883224,29611404,25533544,21389984,26405176,20937256,14672949,14993216,26612350,17707122,16079129,23261939,22539006,20850531,29961319,31421205,31685899,22710069,22652643,26697948,17895242,18365879,24866057,28770951,25038562,30251672,15191165,20036686,25446674,25446857,25451011,25451577,25481089,32566093,32574669,32577946,32647341,32656679,32611232,32630523,32652176,32535761,25897205,25851972,25923962,25925762,25868679,33146846,33188898,15894425,33232417,16242643,24989254,31936558,20470875,21029650,20951784,20966113,21044082,21799745,21801747,27894919,28029694,27654887,15033739,30717087,19351880,18836921,29982258,22265823,12846989,12860476,12815280,31820379,31705299,31688419,15475185,15447660,25752913,25732873,10799657,10809400,10878589,10834942,26671142,26649727,26660326,16495229,11309365,16499562,28204825,23911879,24844147,22486217,30472438,12832530,15044066,26999333,26980566,32439558,26357513,30128145,15341534,15712215,15748876,26116522,26139594,16180225,32986023,33080132,33053856,33057922,16336625,16291239,16154779,16155345,16412576,16313802,26013581,26018660,26031332,25981557,25692332,32932183,32870571,25968939,21130806,32892226,32814076,21195155,21056612,21061154,11205138,11205147,11295768,11259496,27513201,27514753,27517901,11419913,16075188,21377526,21382360,21397656,21349320,34342104,27091487,27074962,27138068,34494284,34203307,34258930,34289071,34384037,34481870,34476836,21996316,21889550,21892618,21899552,22078207,21963892,12437580,17936647,29257079,29257285,29264673,29204750,29195909,29293433,17975304,17979659,17992568,18035349,30107908,30175978,30179419,23605682,23518299,23540413,18756520,18675900,18695511,18706927,15569251,15596235,20510317,20521854,20521982,20563702,15608081,26409043,26411262,26346882,26300475,26363201,26367469,19885011,22289916,20121342,14597229,31430510,12831855,15033812,22241629,22245251,23394606,11311863,20934486,22539619,27409597,24382325,22200816,12877931,26794209,28583009,19135049,17635668,20832831,30548933,17509817,19429084,14561532,20457209,19643096,24534200,28232070,23146300,12535785,17286743,17291991,24846311,31883603,31883812,12231380,23499562,23958447,23973301,18387727,23279934,26608462,24852355,12890883,12911630,18331475,18399961,34883212,12523938,12397073,27731637,31454817,34655599,17565007,23906010,26593210,31364729,16870259,30019977,20828611,25747493,30508559,19703534,29115484,16464850,26944603,18813861,31586624,21846476,29960635,33450328,23291456,28185818,28190476,31295526,12972283,19407212,30961459,16600518,17603285,17612594,15035819,19148691,30826419,30796443,30760285,12666099,30468635,24795108,24842650,32430695,33632304,20396475,30922940,24412329,29509717,17301686,17314138,30241783,29577226,17167170,24389454,23675438,24583079,30413118,29588573,30930179,29620282,17287339,35000153,27424009,27432061,27452038,27394417,28782414,35856921,35792194,35810264,35726081,35780621,35807356,29079356,29953413,18832435,31612876,31622648,31513985,31529335,19780897,33445611,28093210,28104397,28106099,27956235,17787016,32913905,20182544,14598064,14622122,16219024,33138038,33645131,33798579,33639357,33774066,16989807,11835316,12067224,17359968,17367952,17369104,28958159,29027056,29032054,28990084,17908043,17913302,17884684,17894646,17895431,17900545,17904225,17904593,12782106,12728191,18298651,18313649,18253895,18255213,18553063,18495557,18496573,24214023,24219236,24228605,24233519,24234033,24190811,24200923,24135219,24142350,24337984,24341565,24315037,19309437,19539006,19483312,19443200,19549006,32184097,32140823,32146463,32112852,25127682,25129099,25174304,32087283,32060784,32710901,32761446,20186864,20187987,15621629,15627486,15649417,15655261,15666094,15672541,15681030,15681813,21234736,21237271,26187689,26190397,21536104,21545837,21547417,21549720,21310168,21291942,27261571,27245668,11489679,11461973,11462787,27180985,11553289,11689167,17018646,17045926,17047462,17049260,17055540,17175150,17197368,11923429,22954731,22970265,22973882,12579817,12604665,12626434,22985856,18577498,18235974,18177636,18206128,24055892,24060684,18665911,18665912,24122264,24657776,24726895,24729093,24713472,24719552,24920883,24939444,25192195,24913834,24875324,32321590,32333598,32275913,25502462,25537852,25586882,25588864,10380999,20629656,20633628,20594414,20708055,20649845,20649848,15950951,15953829,15968631,15985713,15987830,20670675,20673835,20686228,20697819,10961423,10996018,33977962,33890462,11128601,26415025,26476840,26477638,26497672,26459609,33454870,21427056,21497157,16839644,16787411,16806628,35641803,35566180,35628278,35608987,28383489,28353032,35532872,35691030,28401997,28707073,28569795,28576469,28579325,28623709,28631231,22884615,22894569,22806254,28725954,22816731,22819561,22841634,12944527,12880480,14580317,19007862,19012744,19014378,19022306,19052922,15377859,26788243,22138428,22169201,22178905,22119889,34580047,34732784,29082467,28840516,28836128,28840482,28843595,28844784,28866823,19101702,31270675,15254790,15229238,20868657,20869113,17540012,17504267,17515828,23462281,30076580,30025813,30040928,29966582,30716425,30606992,30585175,31443122,31486758,21723922,21688047,31504723,10688892,23369986,24795109,19874289,19723537,21211034,12456078,21331377,35230626,34044035,28527632,28527958,28532211,28526576,28429275,28429453,28442376,29772432,11992635,17649976,29427747,29429051,29444677,29355039,23625270,23665112,29458170,30422728,30426393,30352250,30380148,18945348,15024722,15033169,15033810,15033811,14970883,19932157,15063528,19936711,34748128,34816377,35104487,35023303,34986781,35021949,34890997,12177198,12230953,12235797,29671234,29575151,24414307,24390959,24395092,24549762,32360763,32394056,21829757,34776630,31004314,31004593,15078184,25370934,31795317,16355565,16362428,20946892,17144902,22657837,24021799,34762290,20040370,20060824,35000557,22451397,11205141,18404453,21777615,22538490,22543103,28187263,28144826,28146110,28914791,28157651,23184853,23224778,23229024,23893294,23900721,23857913,29991712,23880857,23933227,31190314,31198107,31147858,19770030,19735704,19737600,15183009,15155744,15157803,27733642,27631550,27632381,27688248,27704331,16917840,22465686,17437543	PubChem
